Department Longname,Department,Sector,Fuel Type,Year (Fiscal Year),Quantity,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2017,"151,546",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2018,"154,849",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Natural Gas,2019,"145,393",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2005,"42,376",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2006,"45,606",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2007,"43,458",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2008,"36,601",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2009,"33,389",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2010,"36,344",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2011,"38,817",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2012,"37,728",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2013,"34,087",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2014,"31,004",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2015,"28,382",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2016,"31,976",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2017,"52,526",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2018,"40,439",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Buildings,Steam,2019,"46,691",mlbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2007, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2008, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2009, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2010, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2011, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2012,422,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2013, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2014, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2016,164,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2017,150,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2018,-,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Unknown,Diesel,2019,-,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2005,"6,056",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2006,"5,972",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2007,"6,072",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2008,"5,664",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2009,"5,362",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2010,"3,136",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2011,"4,224",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2012,"4,785",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2013,"5,461",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2014,"5,941",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library,Library,Vehicles,Gasoline,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2005,"330,042",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2006,"164,548",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2007,"176,978",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2008,"147,204",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2009,"150,211",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2010,"197,058",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2011,"260,095",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2012,"219,726",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2013,"117,894",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2014,"142,371",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2015,"13,902",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2016,"8,717",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2017,"8,733",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2018,"147,859",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Electricity,2019,"126,930",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2007, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2008, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2009, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2010, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2011,"7,961",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2012,"1,180",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2013, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2014, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Fuel Oil,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2005, - ,Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2006, - ,Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2007, - ,Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2008, - ,Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2009,"19,293",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2010,"23,850",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2011,"45,604",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2012,"30,882",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2013,"37,175",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2014,"52,908",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2015,645,Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2016,"10,768",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2017,"9,921",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2018,"60,093",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Buildings,Natural Gas,2019,"55,103",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2005, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2006, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2007, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2008,"3,337",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2009,"3,136",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2010,"3,060",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2011,"3,182",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2012,"1,971",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2013,"1,066",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2014,565,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2015, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2016, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2017, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2018, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighborhood Development,DND,Vehicles,Gasoline,2019, - ,gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2005,"3,830,471",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2006,"3,994,371",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2007,"4,718,613",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2008,"4,512,648",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2009,"4,343,810",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2010,"4,519,357",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2011,"4,352,134",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2012,"4,069,885",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2013,"4,053,348",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2014,"4,268,385",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2015,"3,820,653",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2016,"3,804,038",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2017,"3,446,128",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2018,"3,893,591",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Electricity,2019,"4,013,182",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2005,"19,436",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2006,"19,436",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2007,"16,432",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2008,"22,086",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2009,"26,680",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2010,"23,174",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2011,"27,918",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2012,"23,312",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2013,"24,458",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2014,"28,203",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2015,"20,176",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2016,"17,607",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2017,"17,607",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2018,"31,194",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Fuel Oil,2019,"34,661",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2005,"104,306",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2006,"79,390",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2007,"70,903",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2008,"71,581",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2009,"70,779",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2010,"60,700",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2011,"65,772",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2012,"58,444",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2013,"63,226",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2014,"74,566",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2015,"88,856",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2016,"75,152",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2017,"64,083",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2018,"100,615",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Buildings,Natural Gas,2019,"82,539",Therms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2005,"51,219",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2006,"49,622",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2007,"46,426",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2008,"54,859",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2009,"61,073",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2010,"67,392",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2011,"61,277",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2012,"64,705",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2013,"60,746",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2014,"51,662",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2015,"51,147",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2016,"43,697",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2017,"39,144",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2018,"23,504",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Diesel,2019,"11,089",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2005,"22,810",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2006,"13,362",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2007,"42,102",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2008,"55,523",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2009,"56,046",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2010,"53,552",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2011,"53,131",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2012,"66,554",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2013,"57,404",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2014,"53,289",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2015,"71,272",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2016,"72,624",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2017,"73,922",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2018,"80,015",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Gasoline,2019,"58,448",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks and Recreation,Parks,Vehicles,Biodiesel,2018,"2,025",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2005,"11,059,084",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2006,"11,920,177",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2007,"10,881,964",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2008,"11,245,625",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2009,"11,518,426",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2010,"11,491,677",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2011,"11,575,538",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2012,"11,940,988",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2013,"10,857,864",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2014,"11,518,188",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2015,"11,331,473",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2016,"11,385,198",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2017,"10,369,028",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2018,"10,369,028",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Electricity,2019,"11,084,232",kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2005,"52,389",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2006,"40,904",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2007,"36,310",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2008,"33,836",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2009,"37,812",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2010,"32,793",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2011,"27,934",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2012,"22,433",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2013,"24,081",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2014,"26,264",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2015,"27,458",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2016,"14,879",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police,Police,Buildings,Fuel Oil,2017,"17,907",gallons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
