Protocol,Department Longname,Department,Sector,Fuel Type,Year (Fiscal Year),GHG Emissions (t CO2e),,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2005,196,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2006,152,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2007,169,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2008,163,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2009,189,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2010,170,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2011,190,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2012,143,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2013,182,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2014,217,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2015,227,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2016,96,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2017,38,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2018,51,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Buildings,Natural Gas,2019,40,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2005,"2,202",,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2006,"1,707",,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2007,"1,418",,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2008,"1,203",,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2009,962,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2010,915,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2011,861,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2012,772,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2013,732,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2014,973,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2015,923,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2016,839,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2017,775,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2018,724,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Street Lights,Electricity,2019,662,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2008,329,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2009,334,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2010,287,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2011,302,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2012,332,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2013,303,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2014,374,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2015,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2018,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Diesel,2019,344,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2005,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2006,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2007,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2008,971,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2009,989,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2010,"1,006",,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2011,932,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2012,864,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2013,856,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2014,833,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2015,187,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2016,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2017,                  -  ,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2018,91,,,,,,,,,
ICLEI: Local Government Operations Protocol,Transportation,BTD,Vehicles,Gasoline,2019,789,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2005,"2,491",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2006,"2,049",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2007,"2,082",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2008,"1,927",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2009,"2,069",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2010,"1,690",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2011,"1,537",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2012,619,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2013,"1,269",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2014,"1,765",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2015,"1,869",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2016,"1,764",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2017,1764,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2018,1199,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Electricity,2019,1156,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2005,752,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2006,591,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2007,653,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2008,647,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2009,887,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2010,662,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2011,"1,271",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2012,782,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2013,"1,007",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2014,"1,121",,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2015,859,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2016,977,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2017,1013,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2018,864,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Buildings,Natural Gas,2019,864,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2005,836,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2006,740,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2007,858,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2008,813,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2009,813,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2010,734,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2011,643,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2012,610,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2013,650,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2014,778,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2015,682,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2016,679,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2017,26,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2018,26,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Diesel,2019,26,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2005,700,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2006,695,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2007,738,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2008,709,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2009,677,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2010,700,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2011,673,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2012,606,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2013,596,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2014,615,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2015,678,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2016,592,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2017,698,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2018,902,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Gasoline,2019,902,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Biodiesel,2018,472,,,,,,,,,
ICLEI: Local Government Operations Protocol,Water and Sewer Commission,BWSC,Vehicles,Biodiesel,2019,472,,,,,,,,,
